City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1298,Tigre,AR,87.94,clear sky,-34.426,-58.5796,Puerto Delta Apartamentos
1300,Ocala,US,78.93,clear sky,29.1872,-82.1401,Shangri La Motel
1304,Cabo Rojo,PR,82.98,clear sky,18.0866,-67.1457,Hotel Perichi's
1307,Piracanjuba,BR,77.65,overcast clouds,-17.3028,-49.0167,Casas Luci
1309,Cochabamba,BO,82.15,broken clouds,-17.3895,-66.1568,Hotel Aranjuez Cochabamba
1316,Ondjiva,AO,86.58,overcast clouds,-17.0667,15.7333,COMBUESA
1319,Guanica,PR,83.12,clear sky,17.9716,-66.908,Copamarina Beach Resort & Spa
1322,Zabid,YE,75.97,clear sky,14.1951,43.3152,مغرب التريبه
1323,Veraval,IN,76.33,clear sky,20.9,70.3667,Lords Inn Somnath
1327,Clearwater,US,80.04,clear sky,27.9659,-82.8001,Residence Inn by Marriott Clearwater Downtown
1337,Bida,NG,77.61,broken clouds,9.0833,6.0167,Royal Suite
1339,Ibotirama,BR,81.39,broken clouds,-12.1853,-43.2206,Serra do Rio Hotel
1340,Santarem,BR,86.13,few clouds,-2.4431,-54.7083,Hotel Imperador
1351,Salinopolis,BR,80.62,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
1356,Eyl,SO,78.24,broken clouds,7.9803,49.8164,EYL AQUE SYSTEM
1360,Mbini,GQ,76.98,moderate rain,1.574,9.6134,Candy Vista Mar Mbini
1361,Itaituba,BR,86.16,scattered clouds,-4.2761,-55.9836,Hotel Campos
1362,Arraias,BR,75.43,light rain,-12.9288,-46.9437,Hotel Japão
1367,Santa Maria,BR,81.7,clear sky,-29.6842,-53.8069,Hotel Morotin
1369,Santa Fe,AR,87.98,light rain,-31.6333,-60.7,Conquistador Hotel
